channel_id,title,subscriber_count,discovery_method,first_seen_at,description,engagement_rate,cadence,velocity
UCSvdGqBMo6qY5T-KCOUUNIA,Maria's Budgeting,49500,keyword,2026-08-14 19:12:22.633258+03:00,"Hello welcome to my channel Maria's Budgeting.

I am a 24 year old budgeter from California.

You will be able to find budgeting content to motivate you to create a budget to help you achieve financial freedom. Some of the videos you will be able to find on my channel are cash envelope stuffings, weekly check ins, sinking funds updates and many other videos. I hope you enjoy!!!

Happy Budgeting,
Maria's Budgeting
",0.110322,8.68,0.5143
UCzOAAJUiSO2uyu1xyxw__2Q,Side Hustle Nation,49200,keyword,2026-08-14 19:12:03.267910+03:00,"Nick Loper helps people earn money outside of their day job. He's an author, online entrepreneur, and host of the award-winning Side Hustle Show podcast, which features new part-time business ideas each week. As Chief Side Hustler at SideHustleNation.com, he loves deconstructing the tactics and strategies behind building extra income streams.

For sponsorship inquiries, please contact Network+SHS@Yapmedia.com
",0.008593,8.47,0.7817
UCGzT_Qn6u8Nksu5_8Z46gqQ,Financial Education By Mukul Agrawal,47400,keyword,2026-08-14 18:58:03.838625+03:00,"Welcome to Financial Education By Mukul Agrawal

Dr. Mukul Agrawal is a Guinness World Record holder, 2x TEDx Speaker, India’s best-selling author, and the founder of Finowings.

With over 3 million+ followers across all social media platforms, my mission is to empower every individual with financial knowledge from basic stock market concepts to advanced investment strategies.

🔑 Key Topics of Channel:

• Personal Finance
• Finance News & Stock Market News
• Financial Scams Awareness
• Financial Independence
• Mutual Funds
• Stock Market Knowledge

Note: No buy/sell recommendations. Content is for educational purposes only.
 
Disclaimer: This Channel is intended solely for educational and learning purposes. Zerodha Broking Ltd.: SEBI Registration no.: INZ000031633 | MUKUL AGRAWAL NSE AP reg. no.: AP2516003931. We strongly advise you to consult with a qualified financial advisor before making any financial decisions.
",0.073773,15.96,0.9626
UCZl9ry5ew_2YeCQ6ECk8sxA,Easy Peasy Finance,45600,keyword,2026-08-14 19:00:20.706046+03:00,"Hi, I’m Rishi. I started Easy Peasy Finance at age 8, because teen and beginner-focused finance content basically didn’t exist.

8 years later, Easy Peasy Finance has reached millions of learners across 193 countries through 1,200+ videos. I have never accepted any sponsorships, so the concepts and strategies I share are what I truly believe in.

In March 2026, when I was 16, I passed the CFP® exam - the gold standard in financial planning. I’m believed to be the youngest person ever to do so (the average passing age is 37). So every video is built on real financial planning knowledge.

Here, you’ll find: Personal finance concepts explained in under 3 minutes, investing basics for beginners, simple strategies for building real wealth, and money traps most people fall into (and how to avoid them). All with no jargon or filler.

3x Plutus Awards winner, including a 2026 Hall of Fame honor
Featured on CBS News & Kiplinger

New video every week. Subscribe to never miss a free breakdown.
",0.024833,30.0,0.6856
UCJ3bMRqtGs6_YyI-DFmgIUw,Andrew Giancola,38200,keyword,2026-08-14 19:00:12.900611+03:00,"My mission is to provide you with all the tools to build generational wealth. I truly believe anyone can build wealth.

On this channel I reveal all of his personal finance, money, investing, business strategies, income sources, stock, and real estate investing tips so that you can build more wealth than you ever thought possible. Discover how to increase your income at your job and create multiple passive income streams that work for you, so you have the time and freedom to do what you love. You will learn how to invest to create wealth in stocks, index funds, real estate, building businesses, and side-hustles. You will learn how to save more money, get a raise, set up simple budgets, build habits, personal growth, and money hacks that will take you to the next level with your finances. Anyone can be wealthy, Andrew will show you how. Hit subscribe and get ready to change your life.

Subscribe if you are interested in:
#Investing
#StockMarket
#Stocks
#personal finance 
#wealth 
",0.030791,40.32,0.4479
UC-w-iUpesxM1vMBTwKkhm9A,Crypto Barta,32500,keyword,2026-08-14 19:05:00.884052+03:00,"Telegram 🔗 https://t.me/cryptobartalove


https://twitter.com/akshoydasss?t=5Lo7M6fG_U3mXVe25hiMsQ&s=09
 

FREE Premium Telegram :- 

https://t.me/cryptobartalove

https://t.me/cryptobartalove1
",0.11998,11.28,0.7914
UCjNeF9lzg7hJbQE5OtehFdA,Practical Personal Finance,30600,keyword,2026-08-14 19:00:22.306371+03:00,"Your current financial situation is a reflection of how you've treated money in the past. Change the way you treat money, and you will change your life. 

In April of 2018, my wife and I took our first steps on the road toward financial independence. Three years later, we've paid off over $182,500 in debt, made crucial pivots in our careers, and purchased our first home. In doing so, we've learned to treat money in a whole new way. I started this channel to share everything I've learned, and to give you the information you need to understand and succeed with money.

Interested in collaborating? Send an email to: PracticalPF@gmail.com",0.055761,2.18,2.1566
UCuCL2wCePWeblnWDnNjoy-g,Principles Personal Finance,29900,keyword,2026-08-14 19:00:23.967888+03:00,"Personal finance and financial education channel from a Chartered Financial Planner.  Discussing pensions, investments, saving and personal finance. This channel is here to help cut through the noise and help make better decisions.

I can be reached at: info@principlespersonalfinance.co.uk

PLEASE NOTE, this channel provides information on general financial planning and should NEVER been seen as advice. The information provided in these videos have been compiled from sources believed to be reliable and current, but accuracy should be placed in the context of the underlying assumptions. No investment decisions should be made solely based on the information in any of these videos. Please seek advice specific to you and with any investing, your capital is at risk.

",0.034185,1.53,0.532
UCxGoymtTKiZd_SlSI58rVAA,Money Management,26000,keyword,2026-08-14 18:57:48.479812+03:00,"Everything you need to know about finance and investing.
Building an investment portfolio is one of the smartest ways to create long-term wealth. 
So let's start with startups!
",0.045211,25.42,0.6433
UC4vFsTSzZyFOrAYQpzEFxcg,Investing Tutorial,23800,keyword,2026-08-14 19:09:28.781675+03:00,"Welcome to Investing Tutorial — your ultimate channel for stock market investing, AI stocks, and long-term wealth creation. We focus on the powerful Magnificent 7 companies including Apple, Microsoft, NVIDIA, Amazon, Alphabet, Meta Platforms, and Tesla. Learn investing strategies, stock analysis, AI trends, financial freedom tips, passive income ideas, and market updates in simple language. Subscribe now to grow your knowledge, build wealth smarter, and invest with confidence.

Subscribe now and start your journey toward:
✔ Financial Freedom
✔ Smart Investing
✔ Building Generational Wealth
✔ Mastering the Stock Market

🎯 New videos uploaded regularly on:

AI Stocks
Magnificent 7 Stocks
Nasdaq & S&P 500 Trends
Wealth Creation Strategies
Stock Market News & Analysis

Build Wealth Smarter. Invest With Confidence.
",0.019237,40.65,0.2461
UCcrMuIay5vF7GUbqyB66Onw,Side Hustle Review,23700,keyword,2026-08-14 19:12:23.967314+03:00,"Most channels will tell you making money online is easy. I'm not most channels.

SHR exists because the creator economy has a dirty little secret — it's built on surface-level takes, overhyped tools, and affiliate links dressed up as advice. Every ""honest review"" you watch was probably written backwards from a commission check.
I'm here to show you what it actually takes. The real math. The real effort. The real failures. Because building something independent, something that's genuinely yours, is one of the most worthwhile things you can do right now. It's just not as clean as the thumbnails make it look.

No fluff. No hidden agendas. When I have a sponsor or an affiliate link, I'll tell you upfront — every time, no exceptions. You'll always know where I'm coming from so you can decide what's actually worth your time.
Subscribe if you're tired of being sold to.


For collaborations or inquiries, contact me at 📩 Ryan@sidehustle.review

",0.032756,36.47,0.7193
UCdqYxe31nwmfDdlnpLsYRiQ,Personal Finance TV,18800,keyword,2026-08-14 18:58:20.877608+03:00,"Finance. Uncomplicated. 


Struggling to make sense of your money? You're not alone & you're in the right place.

Welcome to Personal Finance TV, where we turn complex money topics into clear, relatable content you can actually use. From budgeting and saving to investing, paying off debt & building wealth, we break it all down with real-life stories, expert advice, and a bit of fun...because personal finance doesn’t have to be boring. Whether you're trying to stop living paycheck to paycheck, start your investment journey, or simply gain financial confidence, you’ll find the tools & strategies here.

New videos weekly on;
• Personal Finance Strategies
• Smart Money Habits
• Debt Management & Credit
• Budgeting Hacks
• Investing for Beginners
• Financial Freedom & Mindset

Ready to take control of your financial future? Subscribe now and join thousands of others working toward financial independence & peace of mind; one video at a time.
",0.020394,10.07,0.3207
UCzGkdPQP87AfzmOYn_jo7Xw,A Penny Pinchers Guide to Personal Finance,18800,keyword,2026-08-14 19:00:26.823345+03:00,"Our mission is to provide the building blocks to lay the foundation for financial success, from your first penny to your first million. 
Whether it's emergency funds, credit cards, mortgages, investing, taxes, or anything else relating to personal finance we want to take everything complicated about finance and make it as simple as possible.
Please subscribe so you can stay in the loop and grow with us, it's our goal to give you the best videos possible and we can't do it without your feedback!",0.011451,10.43,0.2316
UCXzSlkirH197OYJt20qZqvQ,Finance & U,17700,keyword,2026-08-14 18:57:58.794291+03:00,"Personal finance is very personal. We hope to simplify various concepts of personal finance for you and guide you in your investment journey. 
Uthara Ramakrishnan, certified finanacial planner ® , Personal Finance Professional, has been at the helm of Artha Financial Services for over 25 years. Partnered with MOTILAL OSWAL FINANCIAL SERVICES, Artha has been a one-stop solution for all your personal financial investments. Our vibrant and experienced team is here to help you create and execute your financial plan.
You can contact us on  +91 87147 17771 & on +91 77364 22215. 

",0.022838,3.76,0.4796
UCsp5qFT7WU8FQUwlLSKotWw,Personal Finance by Chandu,15700,keyword,2026-08-14 18:57:53.008701+03:00,"I am an IT Engineer by profession and a financial guide by passion. 
I will be your friendly neighborhood finance guy

For any collaborations, please reach out at 

collabwithchandu@gmail.com",0.025272,18.81,1.1597
UCC_3C1KOVqQpPNStlnsFivw,Personal Finance Circle ,13100,keyword,2026-08-14 19:00:05.050937+03:00,"Personal Finance Circle is a community founded to provide financial education for everyone. 

It was founded in February 2021 by Femi Olaniyan.

Our main goal is to provide our viewers with the needed financial education to MAKE MORE MONEY, MULTIPLY MONEY, and MANAGE MONEY through quality tutorials, tips, courses, tools, and other useful free resources.

We are dedicated to making sure you are financially intelligent and sound.

This is where you will get the financial education you wished you got in school.

Welcome to Personal Finance Circle.

",0.067836,17.27,0.452
UCg5knEqLrU_XrrGkKj_8EPA,Tom's Personal Finance,12500,keyword,2026-08-14 19:00:06.528884+03:00,"Hi, I'm Tom.
Here, I share my own journey and break down personal finance and investing in a simple, relatable way. My goal is to share everything I wish I’d known when I started out.

I am not a financial adviser. Nothing on this channel constitutes financial advice. The content is for entertainment and informational purposes only. Always do your own research and/or consult with a professional before making any financial decisions.

Any views expressed are my opinion only and not a recommendation in any way. You are responsible for all financial decisions.

 

",0.048613,4.17,1.3982
UCkQA8OxvAOFet9IED4qfnHQ,Pinoy.PersonalFinance,12000,keyword,2026-08-14 19:00:18.470157+03:00,"Welcome to Pinoy.PersonalFinance!
I create simple, practical, and easy-to-understand content to help Filipinos around the world learn how to save, invest, and grow their money wisely.

My mission is to make personal finance relatable and approachable for beginners  whether you're in the Philippines, working abroad, or just starting your financial journey.

📌 Educational content only. Not financial advice.

Business Inquiries:
Pinoypersonalfinance.business@gmail.com",0.035366,3.7,1.4818
UCQA7GqioB626J6GTUKoRzew,Covered Call ETF Investing,10600,keyword,2026-08-14 19:05:14.953014+03:00,"Hello everyone! My name is Jordan and in this channel, I'll be sharing my insights and strategies for successfully investing in covered call ETFs.

This type of investing is perfect for those who are looking to generate passive income, hedge against market volatility, and potentially increase their returns over time.

Through this channel, I'll be sharing my personal experiences with covered call ETF investing, as well as helpful tips and tricks that I've picked up along the way. I'll be discussing the ins and outs of covered call ETFs, the different types of ETFs available, and how to find the right ETFs to invest in.

So if you're looking to learn more about covered call ETFs and how to maximize your returns, be sure to smash all the buttons of the like and subscribe variety so you never miss a video. Let's level up our portfolios together.
",0.05726,6.75,1.7672
UCemb1I8KV45MbWokk-Z_GSw,Rochit - SEBI RA,10000,keyword,2026-08-14 19:09:27.326833+03:00,"Welcome to the official channel of Rochit Singh, SEBI Registered Research Analyst (Reg. No. INH000023834).
Learn stock market, investing, mutual funds, SIP, personal finance, and wealth building in simple and practical language.

This channel covers stock market basics, market insights, investment education, and finance knowledge for beginners and learners.

Subscribe for easy finance content and smart investing knowledge.

For Business/Enquiry : rochit.biz@gmail.com
",0.041626,14.42,1.4263
UCZ30vPTrBcY5X0PDg3Pf9Cg,Merriman Market Analyst,9710,keyword,2026-08-14 19:09:08.221954+03:00,"As featured in Forbes, CNBC, Fortune, and FX Street, Merriman Market Analyst is the leader in market timing products and services. 

Welcome to Merriman Market Analyst, where we think there are powerful tools for mastering market analysis hidden within discernible patterns all around us. Since 1982, Merriman Market Analyst (MMA) has extrapolated these patterns into proprietary financial forecasting tools that deliver the one thing that matters most to clients: Results. Our advanced research techniques allow us to provide innovative tools for acquiring valuable insight into the future. These tools integrate a combination of Cycles, Geocosmic Signatures, and Trend Analysis patterns that assist the serious investor in interpreting the markets.

Learn more about Financial Astrology with our Free Weekly Forecast
https://www.mmacycles.com/weekly-forecast/

Learn more about Raymond Merriman, President and Founder of Merriman Market Analyst
https://www.mmacycles.com/team/raymond-merriman/

",0.076163,10.72,0.2034
UCsdsKZW4OFml3ZOmefkZ6NA,Erika B. I Real Estate Investing & Wealth Building,7380,keyword,2026-08-14 19:05:12.358302+03:00,"Wealth Within Reach is a podcast about building a life with more options.

I share real conversations and practical lessons from my perspective as a wife, believer, and working mom. We talk about real estate, money, entrepreneurship, homeschooling, and what it looks like to build wealth while raising a family and staying grounded in your values.

There’s no gate-keeping here. I break things down simply, share what’s worked and what hasn’t, and talk honestly about the decisions we’re making to create stability, freedom, and opportunity for our kids.

If you’re trying to grow financially without sacrificing your family, your faith, or your peace, this channel is for you. Subscribe for clear, real-life conversations that show wealth is built step by step—and it’s closer than you think.

Follow me on ig @erikabrowninvestor and visit my website to download some Free resources to help you get started today! 

https://owningitandlivingit.com/
",0.050318,24.65,0.0743
UC0LQqb2IIPnK5PHGbGs9QIw,Money Managers,7150,keyword,2026-08-14 18:57:51.696066+03:00,"Hi, I am Khumo Nawa
Follow my wealth building journey and all things money. 
I am an investor
Financial educator 
Author
Creator
",0.066307,2.64,1.0531
UCDZVtJo7COyaXFrmTJKnT-w,Richard Dias | IceCap Asset Management,6530,keyword,2026-08-14 18:58:11.088045+03:00,"IceCap Asset Management is a Canada-based portfolio management company. 

Our ongoing focus emphasizes understanding factors that accelerate global risk and return opportunities, while creating long-lasting relationships and continuous personalized discussions among clients, consultants, and tax advisors. This channel is a repository for our views and the discussions that shape our investment strategies. It is not to be misconstrued as investment advice. Please seek professional advice before making any investment decisions. The opinions, information, estimates, projections, and any other material presented in this report are provided as of this date and are subject to change without notice. Material presented in these videos have been obtained from numerous sources, and while reasonable efforts to ensure the content is reliable, accurate and complete, we have not independently verified the content, nor do we make any representation or warranty, express or implied, in respect thereof.
",0.060324,4.66,0.5769
UC2YMj_Xn9EmJ_-lrttHDFog,Sandra ,6090,keyword,2026-08-14 19:12:19.408470+03:00,"Email: sgarciacreations@gmail.com
I'm an Occupational Therapist, living in Denver, Colorado working to pay off my student loan debt and build a life I love. I share my finance journey through transparency, money updates, and teaching you what I've learned.
",0.060141,0.0,1.0
UC0jVMGbh5CQgsVAcbF9HZVw,Investor Uday,6050,keyword,2026-08-14 19:05:21.747457+03:00,"Explore the fundamental concepts and strategies of equity trading and investing with our channel. At EquityEssence, we share informative content to help you understand the stock market, manage your investment portfolio, and enhance your financial knowledge. Our tutorials, market analyses, and personal finance insights are designed for educational purposes, empowering you to make your own informed decisions. Join us on this journey to uncover the essence of equity investing and build your financial understanding.


",0.048329,6.76,1.0454
UC6n_zKxpkPFg5H3aaS7wrwQ,John Muscarello,4690,keyword,2026-08-14 19:12:09.634802+03:00,"I'm John! My goal is to show YOU how to make make money reviewing products so you can make extra money and live life on your terms.
",0.059739,7.94,0.2287
UCuWUqge06kLz4EqWvQScAeg,Budget with Himani,4530,keyword,2026-08-14 19:12:07.988957+03:00,,0.039924,1.77,0.9808
UCE_3rY0X_RdY3R0rwBFG5hw,For The Love of Budgeting   F.L.O.B,4380,keyword,2026-08-14 19:12:17.976475+03:00,"Here you’ll find budgeting and saving challenges videos as well as grocery hauls, shop with me and home improvement videos! 
I am in no way shape or form a financial advisor. I'm learning to save and realizing that saving can indeed be fun!


💜You can earn gift cards or cash to your PayPal using the Receipt Jar App just by scanning your receipts! Download using my code and receive 50 bonus points!
TARAFPRXB

🩷I'm inviting you to join Pogo, the free app that gives you rewards on every purchase - without receipt scanning.

Sign up through my link and be sure to enter my code: P877LL. You'll get 250 bonus pts after you've earned 5,000 points in the app.
https://pogocash.app.link/P877LL


💙Stay healthy by walking, earning coins for every step, and redeeming them for gift cards using Cashwalk!

Sign up with my referral code TAYMR, and we'll both receive bonus coins to start earning immediately

💙Upside Link
BW45GS

💜Ibotta Code
aphngbt






💛Cash App
$Tmf1530",0.215793,30.61,1.2207
UCHoVIiKP2bYf1af7MKi9dfg,ETF Pulse,3730,keyword,2026-08-14 19:05:05.900281+03:00,"Welcome to ETF Pulse – Your Ultimate Source for ETF Investment Insights!

At ETF Pulse, we simplify the world of Exchange-Traded Funds (ETFs) for investors of all levels. 
We dive deep into:

ETF reviews, etf Investment strategies,  portfolio with ETFs, Market updates and d ETF news,  etf Performance analysis, 
& ETF comparisons 
Subscribe to ETF Pulse for expert tips, actionable insights, and everything you need to master the ETF market and grow your wealth!

Disclaimer:
The content on ETF Pulse is for informational and educational purposes only. It is not intended as financial, investment, or trading advice. The information provided on this channel does not constitute a recommendation to buy, sell, or hold any securities, including ETFs. Investing in ETFs and other securities involves risk, including the potential loss of principal. Always conduct your own research and consult with a licensed financial advisor before making any investment decisions
",0.077394,9.32,1.0228
UCavZF09VNBEfq37YwaUuHfQ,BudgetingwithaGinger (Brittnie),3190,keyword,2026-08-14 19:12:21.384726+03:00,"Hey friends! 👋

I'm Brittnie — wife, mom, budget nerd, savings challenge enthusiast, and the loudest cheerleader you'll ever have for your financial goals.

Here you'll find cash stuffing, savings challenges, budgeting tips, sinking funds, and plenty of real-life budget talk. No judgment, no perfection, and definitely no fancy financial advisor jargon.

Speaking of which... I am NOT a financial advisor. I'm just a ginger with a budget, sharing what works for my family and hoping it helps someone else along the way. Always do your own research and make the financial decisions that are best for you.

Smile Mail!
P.O Box 96
Emerson, GA 30137

🎉 Grab my freebies on Ko-Fi:
https://ko-fi.com/budgetingwithaginger

📧 Email: BudgetingwithaGinger@gmail.com

Thanks for hanging out with me! I appreciate every like, comment, and subscription more than you know. ❤️
",0.148059,30.09,0.8336
UCyim6sFnx1jhBa4I9TrDgHg,Save with Jenny,3060,keyword,2026-08-14 19:15:42.809736+03:00,"Welcome to Save with Jenny! 💛

Join me as I save money one challenge at a time through cash stuffing, savings challenges, dividend investing, and realistic financial goals.

New videos every week with Shorts to keep you motivated.

Let's build wealth together—one dollar at a time.

Love,
Jenny 💛

DISCLAIMER: I am NOT a financial expert. All views and opinions on this channel are my personal opinions. Do make your own research and seek advice from a professional before making any decision with your money.

",0.331882,3.41,5.0319
UCcygJ-_20B6I1w-Sd-7JsJQ,FIN-LYT by EWA®,2910,keyword,2026-08-14 18:58:13.658513+03:00,"Financial Literacy. In Motion.

Newton's First Law: an object in motion stays in motion. The hard part is the first push.

FIN-LYT, a play on financial literacy with catalyst built in, is designed to be exactly that push. The spark that breaks inertia, the perspective that reframes a tough decision, the education that turns ""I should"" into ""I did."" Because once the boulder is rolling, it takes one finger to keep it moving. The energy is all in the start.

EWA is a wealth management firm serving physicians, retirees, business owners, and corporate leaders. We provide holistic financial planning, wealth management, retirement planning, asset protection, and guidance through complex financial decisions. Our top priority is helping clients balance competing goals and protect their only non-renewable resource: TIME.

Join us as we unpack the most important topics, make the complex simple, and share how sound financial planning helps you live life by design.
",0.023564,4.76,0.5888
UCXXrF5YWtXm8mWx-dR0KG7A,Secrets of Stock Market,1810,keyword,2026-08-14 19:09:33.630999+03:00,"Welcome to Secrets of Stock Market – the channel dedicated to demystifying the Indian Stock Market!

​Whether you’re a complete beginner looking to take your first step or an experienced investor aiming to sharpen your edge, this is your resource for knowledge improvement and financial education.

Our mission is to provide you with clear, practical, and in-depth content covering:
- ​Stock Market Basics
- ​Fundamental Analysis
- Technical Analysis
- ​Investment Strategies
- ​Risk Management
- ​Market Updates & Case Studies

​Subscribe now and join a community committed to financial literacy and responsible wealth creation in the Indian equity space. Let’s learn, grow, and invest smarter together!

​Disclaimer: All content is for educational purposes only. It is not financial advice. Please consult a qualified financial advisor before making any investment decisions.

Follow me on X : @SSMdesk
Business Queries: info@secretsofstockmarket.in",0.03927,1.99,0.84
UC1XRSWmlx6pP00Aipfm7Agw,Stock analysis and Tutorial,1520,keyword,2026-08-14 19:09:12.563969+03:00,"Welcome to STOCK ANALYSIS & TUTORIAL- Dive into the world of stock market insights, trading strategies, and in-depth tutorials designed for both beginners and seasoned investors. Learn to navigate the markets with easy-to-follow guides, chart analysis, and practical tips to help you make informed financial decisions.",0.042993,11.81,1.4978
UCubrLBIOAbNoPBwKtd_KI8g,ETF Investments,1010,keyword,2026-08-14 19:04:59.105750+03:00,"The #1 ETF account on Instagram (225K+ followers) now bringing weekly ETF education to YouTube.

Breaking down ETF comparisons, dividend strategies, growth funds, and portfolio building for everyday retail investors.

What you'll find here:
- ETF comparisons and head-to-head breakdowns
- Dividend ETFs and income strategies
- Growth, momentum, and factor ETF analysis
- Sector and thematic ETF reviews
- Breaking ETF news and fund launches


Free weekly newsletter for ETF deep dives and breaking news: https://etfinvestments.substack.com/
Instagram: https://www.instagram.com/etf.investments/
X: https://x.com/etf__investmnts
Track My Portfolio for FREE  👈 : https://getblossom.onelink.me/SOfu/etfinvestments
Best Online Stock Brokers 📈 : https://secure.money.com/pr/obd0cdd17f98

Brand partnerships and sponsor inquiries: jgraiber@etfinvestments.co
Educational content only. Not financial advice.
",0.015785,3.1,0.4957
UC02XFdLbgdhnNr8d3Pk3RWQ,HundredsK,334,keyword,2026-08-14 19:15:46.199089+03:00,"Welcome to your ultimate guide to financial freedom! Whether you're just starting your money journey or tired of living paycheck to paycheck, this channel breaks down complex personal finance topics into simple, easy-to-understand videos. 

Learn how to manage money, save faster, budget smarter, and build passive income starting from zero

Want to escape the rat race and start making money work for you? Here you’ll find powerful videos on personal finance:
how to budget,
investing for beginners,
side hustles that work today,
passive income ideas,
how to make money online,
how to save money fast,
credit card hacks,
the truth about financial freedom, and
how to stop being poor. 

No fluff, no boring lectures. Just real strategies, real examples, and real results.

Subscribe now and turn financial struggle into success! 

New videos every week to help you master money and unlock the life you deserve!


",0.038322,2.13,0.2584
UCB5ZZx-gaW0kNvD2siezozg,Della Debt Payoff,296,keyword,2026-08-14 19:11:56.392507+03:00,One payment at a time toward financial freedom.,0.098482,3.65,1.2406
UCJOEdSichqfXiNO_eyhFqBw,OneUpSavings,192,keyword,2026-08-14 19:15:38.084890+03:00,"Get the one-up on all your shopping needs with discounts codes and coupons from OneUpSavings💛💙
Website: https://www.oneupsavings.com/
",0.053974,9.6,4.687
UCywF5mejRy9HmTgJYxx_9sg,2 MIN MONEY MANAGEMENT (2MMM),169,keyword,2026-08-14 18:58:16.651457+03:00,,0.178749,0.66,0.5855
UCY2zfrNp3wx_6798b6lkj-g,Rick Explains,155,keyword,2026-08-14 19:00:16.406005+03:00,"
Welcome to Rick Explains, a channel dedicated to making personal finance easy to understand through animated explainer videos. This channel breaks down complex topics like personal finance, investing basics, passive income, budgeting, saving money, and debt management into simple, clear, and beginner-friendly explanations. Everything is designed to help you learn money concepts without jargon, hype, or confusion. All videos use original whiteboard-style and animated illustrations, inspired by adult animation styles, to make learning finance engaging, visual, and easy to follow. Content is created for educational purposes and suitable for a broad audience.

📌 Disclaimer:
All content is for educational and entertainment purposes only and does not constitute financial, investment, or legal advice. Always do your own research or consult a qualified professional.

📌 Art Disclaimer:
All characters and illustrations are original creations used for educational and illustrative purposes.

",0.039911,10.44,0.4342
UC_4e5fSTA81NyWHHJXI0vug,Simple Crypto Advice,134,keyword,2026-08-14 19:04:58.114763+03:00,Explaining Crypto for beginners 40+ in plain English. No experience required.,0.021376,49.28,0.3599
UCKRH2uHS0qkFDrRZBxFdGjQ,LanePaysOffDebt💪,102,keyword,2026-08-14 19:12:14.918896+03:00,"Mom, Nurse , TTS, Debt : $110k ---> $57287
@lane's40+beautyFinds",0.020109,57.76,1.2179
UCN-Enh5DrQ9SZRnyKqC4zBA,Finance Explained 2026,84,keyword,2026-08-14 19:00:28.492839+03:00,"Learn about how money works in the world to your own personal finances

Not  Financial Advise

For Philippines content Look out for Hey Joe Philippines Chanel
",0.028872,12.01,0.8
UCTwQdrTQ-d67D8fz6PaAUKA,Cary Feldmann,49,keyword,2026-08-14 19:16:00.796182+03:00,,0.015152,9.06,0.0993
UCyBWmsr_ONhzUK-pwjTTbWw,DebtEfficiencyMethod,38,keyword,2026-08-14 19:12:20.445107+03:00,"I paid off $160,000 in credit card debt across 14 cards. No side hustle. No lifestyle cuts. One calculation changed everything.

Minimum payment divided by balance tells you which debt is draining your budget the most right now. That one goes first. Its minimum drops next month. The rest follows from there.

That is the Debt Efficiency Method.

Every video on this channel is built around one goal: your budget improves next month — not when the last balance finally hits zero.

New video every Sunday.

Free tools and the complete method at debtefficiencymethod.com
",0.021622,13.34,1.5394
UC3XS0ijFO4BgZTetnJHsJ1g,Stock analysis,29,keyword,2026-08-14 19:09:18.208463+03:00,"Welcome to Stock Analysis! 📈💡

Your ultimate destination for breaking down the stock market, understanding financial trends, and making smarter investment decisions. Whether you are a beginner looking to understand the basics of investing, or an experienced trader seeking deep-dive fundamental and technical analyses, you've come to the right place.

On this channel, we cover:
📊 In-depth Stock Reviews & Valuations
📰 Market News & Earnings Reports
📉 Technical Analysis & Chart Breakdowns
💸 Personal Finance & Portfolio Strategies

Our mission is to help you navigate the markets with confidence and build long-term wealth.

🔔 Hit SUBSCRIBE and click the bell icon so you never miss an update on the latest market movers!

(Disclaimer: The content on this channel is for educational and entertainment purposes only and should not be taken as professional financial advice.)
",0.077232,32.77,0.8128
UCa38D0GqzRYymtrj401uqgA,MariesBudgetingHacks,24,keyword,2026-08-14 19:15:49.371529+03:00,Here to help you save money the fun and easy way.  ,0.370755,0.42,2.0632
UCei_S13qOulomFmVslcGSZw,How To Save Money,23,keyword,2026-08-14 19:12:07.080405+03:00,"This channel exists to help you become wealthier, happier and financially free, with easily achievable methods open to everyone!",0.067829,10.71,1.0
UCc4xrZAgAc_e5lPsfqqYAgg,MoneyPop Basics,16,keyword,2026-08-14 19:12:05.642199+03:00,"MoneyPop Basics helps beginners build better money habits with simple, easy-to-understand personal finance tips.

If you want to learn how to save money, budget better, track your spending, avoid money leaks, manage subscriptions, and make smarter everyday financial choices, this channel is for you.

We break down beginner-friendly money tips into short, simple videos so personal finance feels less overwhelming and more practical. No complicated jargon, no get-rich-quick promises, just clear money habits you can actually use.

On this channel, you’ll find videos about:

Saving money
Budgeting tips
Spending habits
Personal finance for beginners
Money management
Smart financial habits
Simple ways to stop wasting money
Beginner-friendly financial literacy

Subscribe to MoneyPop Basics for simple money habits, smart saving tips, and easy personal finance lessons that help you learn, save, and grow one step at a time.
",0.052002,14.77,1.6079
UCD0OVuUSqLZYQjFTU2ytjRg,BillSavings,15,keyword,2026-08-14 19:15:36.649286+03:00,"BillSavings.com is your online bill savings help resource, so you can get money saving tips on the cheapest insurance, get a great cell phone deal, and find the best way to stay out of debt, not to mention many other informative bill savings help tips. www.BillSavings.com",0.003841,2.43,1.5908
UCJwAhdKW7VUAqqkyU3YMiCA,Financial Education,12,keyword,2026-08-14 18:57:56.290636+03:00,"Welcome to the Financial Education channel! This channel aims to provide comprehensive information on personal finance management, investment strategies, budget planning and many more financial topics. We are here to guide you on your path to financial independence, help you manage your money wisely and support you in achieving your financial goals. Together, let's increase our financial literacy and shape our financial future. Join this journey by subscribing to our channel! ",0.102273,39.66,0.8444
